jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
"Data analyst - Système, réseaux, données","Descriptif du poste:

Ton équipe : La tribu Data 
 
Parce qu'il est indispensable que tu puisses partager tes connaissances mais aussi en acquérir de nouvelles, tu feras partie de l'une de nos tribus : celle de la Data. De plus, cela te permettra d'être acteur dans le développement et la stratégie de Web Transition. Ce système de co-réflexion et co-construction est un fondement essentiel chez nous !  
 
 
Dans cette aventure, tu : 
·        Optimises les requêtes SQL ;
·        Construis les modèles de régression ;
·        Analyses la rentabilité des actions marketing ;
·        Réalises des études ad hoc sur les comportements clients ;
·        Produits et automatise le reporting.

Profil recherché:

Rejoins-nous si tu as : 
-        Un BAC+5  en école de commerce ou web, ainsi que d'une expérience de minimum 3 ans dans l'animation digitale retail, avec une connaissance des spécificités du digital. 
-        Une connaissance approfondie des écosystèmes web et E-Commerce.
-        Une aisance avec les indicateurs et tu as une bonne capacité d'analyse. 
 
 
Ton savoir-être : 
·        Ouvert d'esprit  
·        Respectueux des différences de chacun  
·        Curieux  
·        Proactif  
 
 
Par où on commence ? 
·        Un premier entretien RH d'1h pour comprendre ton parcours et tes aspirations 
·        Un second entretien de 45 minutes avec l'un de nos Business Manager afin de valider tes compétences et qu'il se projette sur l'une des missions qu'il pourrait te proposer 
·        Un troisième entretien de quelques minutes avec notre responsable d'agence pour te proposer d'intégrer notre superbe Team Web ! 
·        3 entretiens en peu de temps, si ton profil correspond tu intègreras très vite nos équipes   
 
Prêt pour embarquer dans notre grande aventure humaine ? Deviens notre futur Weber en postulant à cette offre ! Voici les avantages qui t'attendent en tant que Weber :  

���� Des collègues incroyables
  Certifiée Great Place to Work

  Des bureaux sympas (où vous serez toujours les bienvenus)

  Des teambuilding et évents tous les mois
  Des tributs métiers pour échanger entre Weber du même métier
Des missions chez le client qui sont accompagnées et coachées par ton manager
Un accompagnement dans ton plan de carrière et tes envies de re skilling
���� Un catalogue de formations certifiantes ouvert à tous les salariés
 ️ Une carte tickets restaurant MyEdenred

❤️ Une mutuelle GrasSavoye

  Une prise en charge des frais de transport à 100%",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,Conseil en systèmes et logiciels informatiques,WEB-TRANSITION,"Data analyst (F/H)

Web Transition, c'est qui ?  

Fondée en 2011, Web transition est une entreprise de services numériques opérant sur le marché de l'IT/Digital ! 

Constituant une part essentielle de MoOngy Digital Lab, Web Transition accompagne ses clients grands comptes sur leurs projets de Webmarketing, de Design, Gestion de projet et également en Data ! 

Notre objectif : nous implanter comme un acteur principal sur le marché de la Transformation Digitale en accompa...","Data analyst (F/H)Web Transition, c'est qui ?  Fondée en 2011, Web transition est une entreprise de services numériques opérant sur le marché de l'IT/Digital ! Constituant une part essentielle de MoOngy Digital Lab, Web Transition accompagne ses clients grands comptes sur leurs projets de Webmarketing, de Design, Gestion de projet et également en Data ! Notre objectif : nous implanter comme un acteur principal sur le marché de la Transformation Digitale en accompa...",,59,MARCQ EN BAROEUL,2023/08/21
Chargé d'affaires électrique et data center - Commercial,"Descriptif du poste:

                
Adsearch, cabinet de recrutement et conseil multi-spécialisé, implanté dans 10 villes et regroupant 12 divisions avec 150 collaborateurs.

La division Industrie & Ingénierie du cabinet de recrutement Adsearch recrute, pour l'un de ses clients, un(e) Chargé(e) d'affaires électrique/ data center (H/F).  

Dans le cadre de nos projets Data Center, industrie Pharmaceutique, vos missions principales seront les suivantes :

-Elaboration et/ou contrôle de notes techniques, CCTP, notes de calculs, notices de fonctionnement, schémas de principe.

-Pilotage, suivant les projets, dune équipe composée dingénieurs et de projeteurs ou éventuellement de prestations sous-traitées.  

Contexte et profil :  

PME industrielle implantée à Clermont-Ferrand recrute pour un poste en CDI, un profil de formation supérieure Bac+5 avec une spécialité en génie électricité, avec une connaissance en Data center, vous justifiez de minimum 5 ans d'expérience, acquis idéalement au sein d'un bureau d'étude ou d'une entreprise.  

Vous êtes à même d'effectuer le suivi financier de vos affaires, la gestion du planning, la supervision d'une équipe réduite et la gestion des interfaces projet.
              

Profil recherché:

              
Contexte et profil :  

PME industrielle implantée à Clermont-Ferrand recrute pour un poste en CDI, un profil de formation supérieure Bac+5 avec une spécialité en génie électricité, avec une connaissance en Data center, vous justifiez de minimum 5 ans d'expérience, acquis idéalement au sein d'un bureau d'étude ou d'une entreprise.  

Vous êtes à même d'effectuer le suivi financier de vos affaires, la gestion du planning, la supervision d'une équipe réduite et la gestion des interfaces projet.",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,Activités des agences de placement de main-d'œuvre,Adsearch,"Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut !    Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !","Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut !    Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !",,63,CLERMONT FERRAND,2023/08/21
"Ingénieur Data - Système, réseaux, données","Descriptif du poste:

Au sein de notre service R&D et rattaché(e) au Directeur de l'innovation, vous serez en charge du montage des architectures techniques sur nos données métier et marché.
Vos missions si vous les acceptez seront les suivantes :
* 
Structurer, modéliser et organiser les données afin de répondre aux différents use-cases métiers : Vous mettez en oeuvre les solutions techniques et les pipelines data nécessaires pour modéliser au mieux les données métier et marché de notre société
* 
Réaliser les croisements, raffinages et structurations de données pour la construction et le maintien des data marts et et data warehouse
* 
Participer avec l'équipe du data management à la mise en place d'ETL
* 
Produire des DataViz pertinentes donnant du sens aux données récoltées
* 
Réaliser des études et des analyses ponctuelles sur des données silotées des différents pôles métiers

Profil recherché:

Vous êtes issu(e) d'une formation Bac+5 spécialisé(e) en informatique ou en data engineering et vous justifiez d'une première expérience réussi sur un poste similaire.
Vous êtes désireux de relever des défis multiples autour de l'architecture de données dans un contexte technologique riche et innovant.
Pour réussir à ce poste, nous recherchons les compétences suivantes :
* 
Connaissances confirmées sur Azur, Python, PowerBi, Talend ETL
* 
Expérience dans la modélisation de données, des entrepôts de données et des processus ETL
* 
Des notions en PHP et S3 seront fortement appréciées
* 
Excellentes compétences en communication et capacité à expliquer des concepts techniques complexes à des parties prenantes non techniques
Nous vous proposons une opportunité unique de rejoindre une entreprise solide et agile à Hyères les Palmiers!
En rejoignant La Boite Immo vous bénéficierez de nombreux avantages : une salle de sport avec des coachs boxe, de yoga ou encore de Pilate, des fruits frais de saison, un babyfoot, des matchs de pétanque/volley, des superbes locaux avec une vue sur la mer pour les pauses ? mais aussi des Tickets restaurants, une mutuelle et prime de participation.
On ne va pas tout vous dévoiler, contactez nous en savoir plus !",,,Contrat à durée indéterminée,Débutant accepté,,,Cadre,Programmation informatique,La Boîte Immo,"Depuis 15 ans La Boite Immo s'impose comme le leader du marché des logiciels de transaction dans le monde de l'immobilier.
Développant avec succès des applications web depuis sa création, nous sommes devenus le partenaire n°1 des agents immobiliers indépendants.
 
Innovantes, modernes et utilisées par plus de 59 000 utilisateurs en France et à l'étranger, nos solutions sont en perpétuelles évolutions.
Forts de nos 200 collaborateurs entre les sites de Hyères et Paris notre...","Depuis 15 ans La Boite Immo s'impose comme le leader du marché des logiciels de transaction dans le monde de l'immobilier.Développant avec succès des applications web depuis sa création, nous sommes devenus le partenaire n°1 des agents immobiliers indépendants. Innovantes, modernes et utilisées par plus de 59 000 utilisateurs en France et à l'étranger, nos solutions sont en perpétuelles évolutions.Forts de nos 200 collaborateurs entre les sites de Hyères et Paris notre...","box, talend",83,HYERES,2023/08/21
"MASTER DATA MANAGER MODULE SAP PP - Système, réseaux, données","Descriptif du poste:

Dans le cadre de la migration vers Sap 4 hana, vous ferez partie du groupe projet en tant que master data manager et vos missions seront les suivantes :
* Etre le garant des données de base du module PP de SAP
* Participer à la mise en place du nouvel outil SAP Global version S4 Hana et assurer la transition des données de l'ancienne version à la nouvelle version de SAP
 
Avant le démarrage du projet de mise en place SAP Global
* Se former aux processus et outils actuels de fonctionnement du module PP de SAP, à savoir les nomenclatures, les gammes de fabrication, les versions de fabrications et toutes données de base du module PP.
 
Au démarrage du projet SAP Global
* Assurer le nettoyage des données de base du module PP de SAP.
* Participer activement à l'intégration des données de l'ancienne version de SAP à la nouvelle version de SAP S4 Hana.
* Créer les nouvelles données de base du module PP de SAP (table pour développement spécifique, master recipe.).
* Préparer la documentation spécifique (instruction pour process et opération).
* Analyser les écarts par rapport au futur Core Model déployé.
* Être force proposition dans les améliorations des outils / process et participer activement aux différents ateliers.
* Communiquer et échanger avec le Responsable Industriel et le Site Coordinator sur les points de blocages éventuels.
* Participer à la phase de recette de la nouvelle version Global SAP S4 Hana partie planning et modules SAP associés.
* Créer la documentation utilisateur.
 
Après le go live du projet SAP Global
* Assurer la création des nouvelles données de base et leur mise à jour.
* Former un backup au suivi et à la mise à jour des nouvelles données de base du module PP de SAP nouvelle version.
* Participer à l'optimisation de la nouvelle version de SAP.
* Modéliser les différentes données de production (temps, flux.).
* Vérifier l'adéquation des modèles développés et leur réalité terrain.

Profil recherché:

* Bac+3 à Bac+5 avec connaissances en planification, ordonnancement et production
* SAP : bonne maitrise du module PP et connaissance de PP-PI serait un plus
* Maitrise du PackOffice
* Expérience dans la manipulation des données de base module PP SAP / Gestion de projet / au sein d'un département méthode en lien avec la production  
* Bon niveau d'Anglais professionnel écrit et oral indispensable
Méthodique, doté d'un bon esprit d'analyse, vous savez gérer les priorités et travailler en mode projet. Nous recherchons une personne capable de travailler en transversalité avec des équipes pluridisciplinaires et à l'international. 
Rémunération selon profil.",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,Fabrication d'huiles essentielles,TAKASAGO EUROPE PERFUMERY LABORATORY,"Takasago, groupe japonais de plus de 3000 salariés, implanté mondialement et spécialisé dans la fabrication de produits aromatiques et parfumants, recrute un Master Data Manager module SAP PP H/F au sein de son entité française (270 salariés).","Takasago, groupe japonais de plus de 3000 salariés, implanté mondialement et spécialisé dans la fabrication de produits aromatiques et parfumants, recrute un Master Data Manager module SAP PP H/F au sein de son entité française (270 salariés).",,95,ST OUEN L AUMONE,2023/08/21
"Data Scientist - Système, réseaux, données","Descriptif du poste:
Pour un de ses clients, leader dans la conception et la fabrication d'équipements agricoles , KUBIC TECHNOLOGY recrute un DATA Scientist (H/F).



Cette personne travaillera sur des projets en tant que membre de l'équipe Moteur et Transmission. En plus d'être impliqué dans l'IoT et l'analyse de données, cette personne aura également l'occasion de montrer ses compétences en visualisation de données.





En quelques points :



- Mise en oeuvre de bout en bout de cas d'utilisation analytique pour soutenir les initiatives mondiales basées sur la télémétrie avec des informations basées sur les données telles que la traduction de questions commerciales en problèmes analytiques, l'identification, l'exploration et l'intégration de sources de données pertinentes, ainsi que le développement et le déploiement de algorithmes analytiques avancés



- Travailler afin d'identifier et définir des cas d'utilisation, développer des approches analytiques et mettre en oeuvre des cas d'utilisation



- Soutenir l'identification et la mise en oeuvre de nouvelles technologies et outils stratégiques pour la visualisation et l'analyse avancée en utilisant la télémétrie et les données et informations sur les performances des machines



- Relever de nouveaux défis dans l'analyse prédictive et explorer la mise en oeuvre des meilleures pratiques à l'aide de la science des données

Profil recherché:
- Compétent avec Microsoft Excel et un logiciel de base de données relationnelle

- Expérience préférée dans Tableau.

- Expérience dans les outils d'analyse cloud tels que Databricks, AWS Glue / Programmation / ETL et/ou Google Cloud.

- Expérience de la collecte de données à partir de divers systèmes/bases de données sources, du nettoyage, de la transformation et de la préparation des données avant la phase d'analyse et d'exploration de données.

- Expérience avec des langages de codage comme C++ ou Python et SQL

- Expérience de l'analyse statistique

- Excellentes compétences en communication et en présentation

- Penseur critique, à l'aise avec l'expérimentation et la résolution de problèmes sans processus spécifique

- Maitrise de l'anglais écrit et oral



Rémunération selon Profil",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,Cadre,Activités des agences de travail temporaire,GROUPE PIMENT,"Le Groupe PIMENT et ses marques spécialisées OPTIMA et KUBIC vous accompagnent tout au long de votre évolution professionnelle, en vous proposant des contrats en intérim, CDD, CDI, assistance technique, freelance dans de nombreux secteurs d'activité.



Nous apportons une vision et des méthodes de recrutement centrées sur les qualités humaines.

Pour cela, nous proposons à nos clients des solutions de recrutement sur-mesure.



Notre mission : trouver l'entreprise qui corr...","Le Groupe PIMENT et ses marques spécialisées OPTIMA et KUBIC vous accompagnent tout au long de votre évolution professionnelle, en vous proposant des contrats en intérim, CDD, CDI, assistance technique, freelance dans de nombreux secteurs d'activité.Nous apportons une vision et des méthodes de recrutement centrées sur les qualités humaines.Pour cela, nous proposons à nos clients des solutions de recrutement sur-mesure.Notre mission : trouver l'entreprise qui corr...","tableau, databricks",60,BEAUVAIS,2023/08/21
"Data Scientist Junior - NLP - Système, réseaux, données","Descriptif du poste:

Data Scientist en charge de la conception et du développement d'applications dédiées à l'analyse de données, à l'apprentissage automatique et au traitement des langues avec des modèles Deep Learning. 
Rattaché(e) à un directeur de projets et en collaboration avec nos chefs de projets : 
Vous travaillez conjointement avec le reste de l'équipe pour le bon déroulement du projet. Vous effectuez un reporting régulier, vous êtes capable de présenter vos travaux aux membres de l'équipe. 
Vous participez à l'exploration et à l'analyse de données pour répondre aux enjeux métiers clients. Vous démontrez une bonne compréhension des problématiques clients, mettez en œuvre des capacités d'analyse sur de grands volumes de données et développez des solutions pertinentes dans le respect des délais et une approche pragmatique de la qualité. 
Vous êtes capable de manipuler, et d'intégrer à vos approches, des données textuelles issues de différentes sources. 
Vous documentez vos travaux et suivez l'évolution de l'état de l'art dans le domaine concerné. 
Vous abordez vos développements avec une approche orientée projet en attachant une attention particulière à la qualité de votre travail, la robustesse du code développé, l'utilisation de bonnes pratiques de développement, le respect des délais et le travail en équipe. 

Profil recherché:

Qualifications
* Docteur en sciences ou BAC+5 (ingénieur ou master) 
Compétences souhaitées
Compétences requises
* Analyse des données (statistiques, probabilités, visualisation de données) 
* Analyse et modélisation de séries temporelles 
* Utilisation et entrainement/Fine Tunning de modèles NLP (tf-idf, Bert) 
* Programmation : Python, pandas, numpy 
* Utilisation de librairies python dédiées au NLP (nltk, spacy) 
* Deep Learning : TensorFlow/ Pytorch, BERT/Transformer. Entrainement/Fine Tuning de modèles Deep Learning 
* Outils de travail en équipe : Git, Gitlab CI 
* Français et anglais (oral et écrit) 
Compétences appréciées
* Connaissances en Big Data (Spark, Dask) 
* Connaissances en bases de données (PostgreSQL, MySQL, MongoDB ) 
* Langages de programmation : C/C++, Java, Scala 
Qualités requises
* Vous êtes autonome, curieux(se) et rigoureux(se) 
* Vous aimez travailler en équipe 
* Vous avez une bonne communication orale et écrite",,,Contrat à durée indéterminée,Débutant accepté,,,Cadre,Conseil en systèmes et logiciels informatiques,PROBAYES,"Spin-off de l'INRIA et du CNRS, Probayes est né de la volonté d'être le chainon manquant entre la recherche et l'industrie. 
Fort de 18 ans d expérience, Probayes est aujourd'hui l'un des leaders des solutions en Intelligence Artificielle. Ainsi, 60 Data Scientists travaillent au côté des plus grands groupes sur les enjeux métiers pour développer des solutions IA sur mesure, à fort ROI. 
Avec un savoir-faire central en machine learning, complété par des expertises scientifiq...","Spin-off de l'INRIA et du CNRS, Probayes est né de la volonté d'être le chainon manquant entre la recherche et l'industrie. Fort de 18 ans d expérience, Probayes est aujourd'hui l'un des leaders des solutions en Intelligence Artificielle. Ainsi, 60 Data Scientists travaillent au côté des plus grands groupes sur les enjeux métiers pour développer des solutions IA sur mesure, à fort ROI. Avec un savoir-faire central en machine learning, complété par des expertises scientifiq...","gitlab, mysql, postgresql, mongodb, tensorflow, pytorch",38,MONTBONNOT ST MARTIN,2023/08/21
Data contrôleur - Comptabilité,"Descriptif du poste:

Votre mission :

Baker Tilly recherche un Data contrôleur H/F pour intégrer une équipe à taille humaine aux compétences variées travaillant en proximité avec ses clients, ces femmes et ces hommes qui recherchent un véritable service sur mesure.
Au sein de cette équipe, avec l'appui d'outils performants (IA), vous êtes au coeur de notre mission à forte valeur ajoutée : l'accompagnement de nos clients.
Interlocuteur des clients, vous êtes garant du traitement et de la fiabilité des données. Pour cela vous menez à bien vos missions :
Orienter les clients dans l'utilisation de nos outils ;
Suivre la collecte et la fiabilité des données comptables des clients (factures d'achats /ventes, etc..) ;
Détecter les pièces manquantes dans le dossier client et effectuer les relances nécessaires ;
Détecter, traiter et corriger les erreurs et anomalies potentielles de l'IA (flux bancaire, lettrage, ...) ;
Etablir les TVA ;
Préparer les tableaux de bord ;
Echanger avec le Chargé de missions expertise comptable en continu.

 

Profil recherché:

Pourquoi nous rejoindre

Vivre l'aventure Baker Tilly, c'est rejoindre une entreprise en plein développement où les relations humaines sont au coeur de notre activité. 
Dès votre premier jour, un parcours d'intégration personnalisé sera mis en place. Nous vous accompagnerons sur la technique et le relationnel client afin de vous faire évoluer vers nos nombreuses opportunités professionnelles (vers des rôles plus séniors, vers du management, vers un poste de chargé de mission expertise comptable...).
L'esprit Baker Tilly, c'est vous mettre tout de suite dans les meilleures conditions pour une réussite commune.
Baker Tilly est dans une démarche RSE (Label Lucie 26000) très active pour ses salariés mais aussi pour la société et nous avons évidemment à coeur l'accueil de personnes en situation de handicap.

Avantages :
6 jours de télétravail par mois ;
39h/semaine ;
23 RTT par an ;
Horaires variables ;
Compte épargne temps ;
Intéressement et participation ;
Prime de cooptation ;
Prime nouveaux clients ;
CSE (Chèques vacances, chèques cadeaux, week-ends/séjours à tarifs réduits) ;
Formations ;

Et vous

Vous êtes agile sur les outils digitaux et vous disposez d'un socle ou de notions comptables.
Rigoureux, autonome et bel esprit d'équipe.
Vous vous reconnaissez  Alors, postulez !
Osez l'esprit Baker Tilly, soyez audacieux : rejoignez-nous !",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Agent de maîtrise,Activités comptables,Baker Tilly STREGO SAS,"Baker Tilly, c'est d'abord un cabinet d'expertise, de conseil et d'audit qui accompagne depuis 60 ans les entreprises en France et à l'international.

Baker Tilly, c'est surtout une véritable aventure humaine partagée par les 2 000 collaboratrices et collaborateurs de nos 60 bureaux qui savent évoluer, innover et réussir pour gagner la confiance de nos 30 000 clients. Comment Par le travail et l'exigence mais aussi par la capacité de chacun à oser saisir les opportunités, propose...","Baker Tilly, c'est d'abord un cabinet d'expertise, de conseil et d'audit qui accompagne depuis 60 ans les entreprises en France et à l'international.Baker Tilly, c'est surtout une véritable aventure humaine partagée par les 2 000 collaboratrices et collaborateurs de nos 60 bureaux qui savent évoluer, innover et réussir pour gagner la confiance de nos 30 000 clients. Comment Par le travail et l'exigence mais aussi par la capacité de chacun à oser saisir les opportunités, propose...",tableau,49,BELLEVIGNE LES CHATEAUX,2023/08/21
PMO - GDPR Data Retention - Informatique de gestion,"Descriptif du poste:

Vous interviendrez en tant qu'interlocuteur central entre le DPO Groupe, les lignes métiers et la Direction Business Technology. A l'issue d'une analyse de conformité au RGPD, vous coordonnez et formalisez la recherche des solutions de remédiation nécessaires et effectuez le suivi de leur déploiement.

Missions et responsabilités

Analyse de conformité au RGPD

· Planification et animation des ateliers de travail auprès des responsables métier et informatiques

· Identification des processus et des outils et analyse du niveau de conformité au RGPD par traitement de données

· Rédaction des rapports mettant en lumière les écarts de conformité et émission des recommandations nécessaires à leur remédiation.

Recherche des solutions opérationnelles de remédiation

· Identification des solutions techniques de remédiation en lien avec les lignes métiers et l'IT

· Formalisation des cahiers des charges relatifs aux développements informatiques nécessaires

Pilotage du déploiement des solutions identifiées

· Suivi du déploiement des recommandations identifiées en lien avec le réseau de référents RGPD

· Création d'outils pratiques à destination des lignes métiers

· Reporting projet auprès des instances de suivi internes

Profil recherché:

De formation Bac +5 de préférence en Ecole de commerce/ Faculté de Droit, vous avez acquis entre 3 années min d'expérience dans le pilotage de projets similaires idéalement dans le secteur de la distribution ou environnement informatique.

Vous maîtrisez les compétences suivantes :

- Vous savez faire preuve d'autonomie, de rigueur, d'organisation et de pédagogie.
- Vous avez une triple compétence Conformité réglementaire et/ou Contrôle interne / Pilotage de projet / Compréhension des outils IT.
- Gestion de planning, suivi d'activité et reporting
- Maîtrise de la réglementation européenne sur la protection des données (RGPD)
- Qualité d'animation et de pédagogie
- Bonne capacité d'analyse et de synthèse et aisance rédactionnelle
- Aisance avec les outils informatiques et connaissances des métiers IT

Localisation du poste

Centre européen du Groupe à Gonesse (95)",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,Cadre,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,MANUTAN,"Vous souhaitez travailler sur des technologies Informatiques de pointe et révéler votre talent Apprendre, partager et progresser en permanence, vous épanouir et donner du sens à ce que vous faites Ouvrez la porte à une carrière qui vous ressemble et rejoignez nos équipes unies par une passion commune des Technologies et de la DATA. Si vous aussi vous êtes enthousiaste à l'idée de relever des challenges technologiques liées à la transformation digitale, à repousser les frontiè...","Vous souhaitez travailler sur des technologies Informatiques de pointe et révéler votre talent Apprendre, partager et progresser en permanence, vous épanouir et donner du sens à ce que vous faites Ouvrez la porte à une carrière qui vous ressemble et rejoignez nos équipes unies par une passion commune des Technologies et de la DATA. Si vous aussi vous êtes enthousiaste à l'idée de relever des challenges technologiques liées à la transformation digitale, à repousser les frontiè...",,95,GONESSE,2023/08/21
Data Analyst E-Commerce,"Recherche: Data Analyst E-Commerce (H/F)
Le Data Analyst E-Commerce sera en charge d'optimiser la sélection des catégories de produits pour les sites internet français et belge. Il contribuera à l'automatisation des processus de sélection en collaboration avec les équipes transverses. À ce titre, les principales responsabilités du Data Analyst E-Commerce seront les suivantes : 
 * Accompagnement des équipes métiers dans la construction de leur sélection de catégories (prix, inventaires, fiches) ;
 * Création et simplification de processus permettant de répondre aux besoins des consommateurs ;
 * Analyse et interprétation des données produits afin de définir des objectifs à court et long terme ;
 * Construction de tableaux de bord, analyse de la concurrence.",,,Mission intérimaire - 12 Mois,Expérience exigée,,,,Activités des agences de travail temporaire,,,,tableau,92,CLICHY,2023/08/21
DATA ANALYST - ALTERNANCE,"Recherche: DATA ANALYST - ALTERNANCE (H/F)
Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance?Notre mission : rendre l'éducation accessible à tous.L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise !Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays.Nous recherchons un profil motivé pour occuper le poste de Data Analyst - Alternance pour une de nos entreprises partenaires (grande distribution, secteur bancaire, luxe, services, etc...",,,Contrat à durée déterminée - 12 Mois,Débutant accepté,,,,,,,,,92,NANTERRE,2023/08/21
DATA ANALYST CONFIRMÉ,"Recherche: DATA ANALYST CONFIRMÉ (H/F)
Qui sommes-nous ? NEXTON c'est avant tout une entreprise qui accompagne ses clients dans leur transformation digitale. Tous les jours, nous travaillons avec des grands comptes et des pures players (SNCF, Orange, BNP PARIBAS...). Nous sommes experts du digital aussi bien sur de l'accompagnement stratégique qu'opérationnel. Fort du succès, NEXTON connaît aujourd'hui un développement significatif, autour de ses valeurs piliers : cohésion, confiance et performance. Et pour toi ? Notre politique de développement des compétences dynamique saura te séduire avec un programme de suivi de carrière sur-mesure. NEXTON recrute un DATA ANALYST CONFIRMÉ H/F, en CDI, à Lyon Qui sommes-nous ? NEXTON c'est avant tout une entreprise qui accompagne ses clients dans leur transformation digitale. Tous les jours, nous travaillons avec des grands comptes et des pures players (SNCF, Orange, BNP PARIBAS...). Nous sommes experts du digital aussi bien sur de l'accompagn...",,,Contrat à durée indéterminée,Débutant accepté,,,,,,,,,69,CALUIRE ET CUIRE,2023/08/21
DATA ANALYST EN ALTERNANCE (20/08/2023),"Recherche: DATA ANALYST EN ALTERNANCE (20/08/2023) (H/F)
Description du poste Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance? Notre mission : rendre l'éducation accessible à tous. L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise ! Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays. Nous recherchons un profil motivé pour occuper le poste de Data Analyst en alternance pour une de nos entreprises partenaires (grande distributio...",,,Contrat à durée déterminée - 12 Mois,Débutant accepté,,,,,,,,,94,VINCENNES,2023/08/21
DATA ANALYST OU DATA SCIENTIST EN ALTERNANCE,"Recherche: DATA ANALYST OU DATA SCIENTIST EN ALTERNANCE (H/F)
Description du poste Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance? Notre mission : rendre l'éducation accessible à tous. L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise ! Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays. Nous recherchons un profil motivé pour occuper le poste de Data Analyst ou Data Scientist en alternance pour une de nos entreprises partenai...",,,Contrat à durée déterminée - 12 Mois,Débutant accepté,,,,,,,,,93,ST OUEN SUR SEINE,2023/08/21
URGENT! DATA ANALYSTE- CONTRÔLEUR DE GESTION EN ALTERNANCE,"Recherche: URGENT! DATA ANALYSTE- CONTRÔLEUR DE GESTION EN ALTERNANCE (H/F)
Description du poste Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance? Notre mission : rendre l'éducation accessible à tous. L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise ! Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays. Nous recherchons un profil motivé pour occuper le poste de Data Analyste/ Contrôleur de Gestion en alternance pour une de nos ...",,,Contrat à durée déterminée - 12 Mois,Débutant accepté,,,,,,,,,92,MEUDON,2023/08/21
