jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Collaborateur comptable / DATA contrôleur - Comptabilité,"Descriptif du poste:

Dans un environnement en pleine transformation digitale, vous intégrez l équipe chargée de la Comptabilité Fournisseurs au sein de la Direction des Services Comptables et Financiers située à Strasbourg.
 
Vos missions & votre évolution :
* Intégré au sein d'une équipe dynamique et structurée, vos principales missions seront :
* Réalisation des travaux quotidiens de production comptable : saisie de factures de frais généraux et d immobilisation, analyse et suivi de comptes, etc.,
* Identification des cas problématiques et potentiels d optimisation, en étant force de proposition dans leur résolution,
* Epauler le management dans la mise en place d'outils de digitalisation, notamment pour l'intégration de la data en comptabilité,
* Aide à la préparation d indicateurs financiers : reporting, KPI, etc.
 
Ce que nous vous proposons :
* Un poste en CDI au sein de notre siège administratif à Strasbourg,
* Un package d avantages intéressant : rémunération attractive sur 13 mois, participation et/ ou d'intéressement, prime de cooptation, mutuelle, CSE,
* Un accord télétravail jusqu'à 2 jours par semaine selon vos missions,
* Une formation approfondie à nos métiers et à nos process,
* Des nouveaux locaux inspirants et un environnement de travail agréable.
Tous nos postes sont ouverts aux personnes en situation de handicap. Selon les besoins spécifiques de chacun, un aménagement matériel et/ou organisationnel du poste de travail sera étudié.

Profil recherché:

* Vous êtes diplômé d un Bac+3 ou équivalent en Comptabilité, Gestion, Audit ou Finances, ou êtes issu d une formation scientifique avec de solides connaissances comptables,
* Vous justifiez d une première expérience professionnelle réussie dans l un de ces domaines, idéalement en cabinet d expertise comptable,
* Vous maîtrisez parfaitement les outils informatiques (notamment Excel, voir VBA) et avez une forte appétence pour les nouvelles technologies,
* Vous avez un goût prononcé pour le travail en équipe,
* Vous avez un très fort sens de l organisation,
* Vous êtes rigoureux, autonome et orienté « optimisation »,
* Vous aimez travailler dans un contexte international et très dynamique,
* La maîtrise de l allemand et/ou de l anglais est un plus.",,,Contrat à durée indéterminée,Expérience exigée de 1 An(s),,,Agent de maîtrise,Activités des sièges sociaux,LIDL,"Agir au quotidien pour la satisfaction de nos clients et la qualité de nos produits, c'est ce que nous développons depuis notre création avec succès. Cette réussite et cette croissance permanente, nous les devons à nos 45 000 collaborateurs et aux principes de management qui guident chaque jour notre action dans plus de 1 500 supermarchés.
Multiplicité des carrières, réelles responsabilités, expérience valorisante, voilà ce que nous vous offrons.
 
Rejoindre Lidl, c'est in...","Agir au quotidien pour la satisfaction de nos clients et la qualité de nos produits, c'est ce que nous développons depuis notre création avec succès. Cette réussite et cette croissance permanente, nous les devons à nos 45 000 collaborateurs et aux principes de management qui guident chaque jour notre action dans plus de 1 500 supermarchés.Multiplicité des carrières, réelles responsabilités, expérience valorisante, voilà ce que nous vous offrons. Rejoindre Lidl, c'est in...",,67,STRASBOURG,2023/08/31
"Data Scientist - Système, réseaux, données","Descriptif du poste:

Vos missions ? 


Intégré à notre équipe de 10 personnes, vous assurez les missions suivantes : 
* 
* Réceptionner et analyser la donnée brute
* Traiter la donnée en streaming ou en statique
* Adapter ou créer des modèles de machine learning
* Evaluer la précision/robustesse d'un modèle
* Outils de monitoring et de visualisation
* Déploiement des modèles
* Maintenir et documenter les codes et les process


La stack Technique :
* Outils : MongoDB, PostgreSQL
* Python (lib : Pandas, Scikit Learn )
* Qlik Sense
* Docker, Jenkins
*  Gitlab/Github

Profil recherché:



Alors ? Prêt à devenir Amiltonien ? 
N'hésitez pas à postuler si vous vous reconnaissez : 
* Diplômé bac+5 (école d'ingénieur ou master), vous avez au moins 2 ans d'expérience en tant que Data Scientist. 
* Vous aimez découvrir de nouveaux contextes fonctionnels et comprendre les objectifs des applications que vous développez.
* A l'aise dans une organisation agile, vous faites preuve de rigueur et appliquez les standards de qualité Amiltone durant toute la durée des développements.
Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.
Nos postes sont ouverts aux personnes en situation de handicap.",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,"Ingénierie, études techniques",Amiltone Agence de Nantes,"Qui sommes-nous ?
Nous sommes passionnés par les nouvelles technologies, et vous ? 
Rejoindre Amiltone, cest intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale.
 
Pourquoi choisir Amiltone? 
Amiltone, plus quune entreprise, un état desprit !
Notre objectif ? Votre épanouissement professionnel !
Nous avons à cœur de :
...","Qui sommes-nous ?Nous sommes passionnés par les nouvelles technologies, et vous ? Rejoindre Amiltone, cest intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale. Pourquoi choisir Amiltone? Amiltone, plus quune entreprise, un état desprit !Notre objectif ? Votre épanouissement professionnel !Nous avons à cœur de :...","github, gitlab, jenkins, docker, postgresql, mongodb",44,NANTES,2023/08/31
Business developer en data/digital - Commercial,"Descriptif du poste:
Filiale de La Poste et acteur majeur de la communication de proximité et expert de la communication locale, nous apportons des conseils à nos clients à chaque étape de leur stratégie de communication : notoriété, croissance client, relation client personnalisée, etc.MEDIAPOST est une entreprise engagée, une certification de niveau exemplaire sur notre politique RSE, sur notre expertise Data, sur le respect du Stop Pub et médaille d'argent EcoVadis.www.mediapost.fr
 Vous avez le goût du challenge ? Vous êtes à l'aise avec le Data et le Digital ?  Rejoignez-nous sur le poste de Business developer Data Digital !  Vos missions principales ?- Réaliser les objectifs de chiffre d'affaires relatifs à la commercialisation des nouvelles offres (principalement offres Data et Digitales) en développant de nouveaux comptes grâce à la prospection ;- Diversifier le portefeuille d'offres souscrites par les clients existants des autres forces de vente MEDIAPOST.Pour cela, vous définissez et mettez en place le plan de conquête commerciale sur votre périmètre sachant que vos clients sont multi-secteurs d'activité.Expert sur les solutions Data et Digitales, vous co-construisez avec vos clients les solutions les plus adaptées et innovantes répondant à leurs enjeux métiers.Vous êtes garant de la faisabilité des solutions choisies et vous assurez de la bonne mise en œuvre de vos contrats par les différents services production.Vous pilotez votre activité selon les indicateurs définis et développez la satisfaction des clients de votre périmètre.Vous êtes en autonomie sur le poste et vous pouvez collaborer avec nos Commerciaux à distance, nos Commerciaux terrain ainsi que nos Directeurs de clientèle grands comptes. Vous voulez en savoir plus ? Votre futur collègue vous en parle ! https://youtu.be/r_Y1Qn7H_Oo 

Profil recherché:
Si vous vous reconnaissez dans ce profil, il ne vous reste plus qu'à postuler !
De formation commerciale, vous disposez idéalement d'une expérience significative dans la vente directe de prestations de marketing direct, communication et en particulier sur des produits en lien avec le data et digital. Vous êtes motivé par la prospection et la négociation. Votre sens de la performance et votre capacité à valoriser nos solutions vous permettront d'assurer une véritable démarche de conseil. Vous aimez le travail en équipe, êtes ouvert, dynamique et disposez de bonnes capacités rédactionnelles.",,,Contrat à durée indéterminée,Expérience exigée de 5 An(s),,,Cadre,Activités des agences de publicité,Mediapost,"Filiale de La Poste et acteur majeur de la communication de proximité et expert de la communication locale, nous apportons des conseils à nos clients à chaque étape de leur stratégie de communication : notoriété, croissance client, relation client personnalisée, etc.
MEDIAPOST est une entreprise engagée, handi-accueillante et inclusive avec 99/100 à l'index de l'égalité professionnelle, un taux d'emploi de personnes en situation de handicap &gt;6%, une certification de niveau ex...","Filiale de La Poste et acteur majeur de la communication de proximité et expert de la communication locale, nous apportons des conseils à nos clients à chaque étape de leur stratégie de communication : notoriété, croissance client, relation client personnalisée, etc.MEDIAPOST est une entreprise engagée, handi-accueillante et inclusive avec 99/100 à l'index de l'égalité professionnelle, un taux d'emploi de personnes en situation de handicap &gt;6%, une certification de niveau ex...",,25,BESANCON,2023/08/31
DATA SCIENTIST CONFIRME,"Au sein du secrétariat général pour l'administration (SGA) du ministère des armées, la délégation à la transformation et à la performance ministérielles (DTPM) créée au 1er janvier 2020 est une direction d'administration centrale ministérielle dédiée à l'accompagnement et à l'accélération de la transformation numérique, organisationnelle et managériale de l'action publique. 
La mission d'aide au pilotage (MAP) coordonne, suit et analyse les chantiers de modernisation et de simplification ministériels et de la performance du ministère, en lien avec la réalisation des objectifs de la loi de programmation et en déployant une vision systémique du plan ministériel de transformation. Son laboratoire d'innovation numérique dit « labo BI et Big Data » est chargé de veiller et d'expérimenter les technologies et les pratiques d'analyse de la donnée à des fins décisionnelles. 
Le titulaire du poste intègre l'équipe en tant que réfèrent technique/scientifique et sera chargé de :
- développer l'utilisation des technologies Big Data et intelligence artificielle, dans le but d'aider à la prise de décision et faire de la veille technologique sur les architectures Big Data et intelligence artificielle ; 
- participer à la réalisation des projets data360, IA et études du labo Big Data et IA ; 
- accompagner apprentis et stagiaires en data-ingénierie, data-science, intelligence artificielle
Analyser des données pour traduire une problématique métier en problème mathématique statistique, et réciproquement
Anticiper avantages/inconvénients de différents modèles ou méthodes calcul dans environnement métier après comparaison et évaluation de ces modèles
Apporter expertise pour exploration/analyse complexe de données au moyen techniques variées :
statistiques ; analyse texte, comportementale, images
Caractériser des données (qualité, richesse, contenu) en vue de leur intégration dans le système d'information cible du métier
Créer des algorithmes de recherche de données permettant d'explorer les données utiles
Synthétiser et traduire des informations pour faciliter la prise de décision
Produire des rapports et des représentations graphiques à partir des données pertinentes
Former sur les technologies Big data et les langages indispensables au métier de data scientist",,,Contrat à durée déterminée - 36 Mois,Expérience exigée de 2 An(s),,,,,,"Le Ministère des Armées offre un cadre de travail unique où civils et militaires œuvrent ensemble afin d'assurer la réussite des missions des forces armées et le fonctionnement des opérations.Nous proposons aux personnels civils des métiers et expériences sur l'ensemble du territoire. En rejoignant le ministère des armées, vous aurez la possibilité d'évoluer dans votre carrière grâce à la multiplicité de domaines d'activités au sein du Ministère, au sein d'un ministère ag...","Le Ministère des Armées offre un cadre de travail unique où civils et militaires œuvrent ensemble afin d'assurer la réussite des missions des forces armées et le fonctionnement des opérations.Nous proposons aux personnels civils des métiers et expériences sur l'ensemble du territoire. En rejoignant le ministère des armées, vous aurez la possibilité d'évoluer dans votre carrière grâce à la multiplicité de domaines d'activités au sein du Ministère, au sein d'un ministère ag...",,75,Paris (Dept.),2023/08/31
Homair - Analyste Données Clients / CRM Data Analyst -,"PROFIL RECHERCHE

* Capacité d'analyse : tu es capable d'analyser de grands volumes de données pour transmettre une connaissance / dégager des tendances quant aux préférences de consommation des clients.
  * Un peu de technique : tu maîtrises le SQL pour faire tourner des requêtes (par exemple, pour fournir un segment de clients à contacter par email) et c'est encore mieux si tu maitrises l'outil Tableau
  * Conceptualisation : comme toutes les données ne sont pas 100% prêtes à être analysées, tu devras construire ou faire construire des modèles de données adaptés à tes besoins
  * Autonomie : même si d'autres personnes évoluent actuellement sur des sujets DATA dans notre groupe, tu évolueras de façon très autonome au sein de l'équipe marketing digital 
  * Ecoute et pédagogie : tu seras en interaction constante avec différentes équipes métiers, tu devras tout faire pour comprendre rapidement les enjeux et te faire comprendre rapidement par tous. 

C'EST UN PLUS SI...

 * tu as une expérience identique au sein d'une équipe marketing digital et/ou pour une activité 'e-commerce'
  * tu es à l'aise dans un contexte international et you're speaking English, of course!

COMPÉTENCES

 * Maîtrise des outils et langages informatiques liés aux bases de données
  * Maîtrise des outils statistiques et de datamining
  * Connaissance des technologies du Big Data
  * Connaissance des solutions d'analyse d'audience et des solutions CRM
  * Goût pour les chiffres et la logique mathématique
  * Connaissances en marketing


CONDITIONS

* DATE DE DÉBUT : dès que possible
  * RÉMUNÉRATION : à partir de 35000€ (fixe + variable)
  * LIEU : siège social Homair Vacances à Aix en Provence. Possibilité de télétravail sous conditions.",35 H,,Contrat à durée indéterminée,Expérience souhaitée,,,Employé qualifié,,Homair,"Rejoins une équipe webmarketing hyper sympa! Là où nous travaillons, il y a plus de 300 jours de soleil par an. Et dis-toi que le fruit de ton travail permettra à des milliers de personnes de partir en vacances et de revenir avec de beaux souvenirs.

European Camping Group est le leader européen de l'hôtellerie de plein air avec ses marques Homair Vacances, Tohapi, Marvilla-Parks, Eurocamp, Roan... Elles présentent à leurs clients, majoritairement composés de familles, une...","Rejoins une équipe webmarketing hyper sympa! Là où nous travaillons, il y a plus de 300 jours de soleil par an. Et dis-toi que le fruit de ton travail permettra à des milliers de personnes de partir en vacances et de revenir avec de beaux souvenirs.European Camping Group est le leader européen de l'hôtellerie de plein air avec ses marques Homair Vacances, Tohapi, Marvilla-Parks, Eurocamp, Roan... Elles présentent à leurs clients, majoritairement composés de familles, une...",tableau,13,AIX EN PROVENCE,2023/08/31
Ingénieur Master Data - ALBEA COSMETICS France,"Périmètre :
 
Au sein du Service Supply Chain, l'Ingénieur(e) Master Data  reporte au Responsable Logistique.
 


 
Activités principales :
 
- Garantit la mise à jour des données techniques en fonction des informations fournies par les différents services du site ;
 
- Saisit les informations techniques liées aux méthodes, relatives aux gammes opératoires, aux nomenclatures, à la description des emballages et aux codifications articles dans l'outil ERP ;
 
- Assure la traçabilité de l'ensemble des codes produits (existants et nouveaux), maintient la cohérence et la fiabilité des données ;
 
- Apporte un support à l'ensemble des opérateurs sur les fonctions de l'ERP dont il a la responsabilité sur SAP ;
 
- Participe aux chantiers d'amélioration continue au sein de son équipe. 
 

 
Responsabilité KPIs
 
- Prépare les données de bilan de développement ;
  - Est garant.e des analyses, des extractions et du reporting des données liées  au contrôle des gammes, à la création des articles etc. 

Profil (Experience & qualifications)
 
- Bac +5 (école d'Ingénieur, Master 2) 
  - Des notions en méthodes industrielles seraient appréciées
  - Une première expérience sur l'outil ERP SAP serait un réel atout pour ce  poste
  - Rigoureux(se), organisé(e) et méthodique
  - Aptitude à travailler sur l'outil bureautique (dont Excel)
  - Capacités d'analyse
  - Être force de proposition et proactif(ve)",37 H,37.0 - 42.0,Contrat à durée indéterminée,Débutant accepté,,,,,ALBEA COSMETICS France,Albéa Cosmetics France est spécialisée dans la conception et la fabrication d'emballages plastiques pour le marché des cosmétiques et de la parfumerie. Le site d'Albéa Simandre est notre centre d'excellence pour le packaging des produits de soin et de métallisation.,Albéa Cosmetics France est spécialisée dans la conception et la fabrication d'emballages plastiques pour le marché des cosmétiques et de la parfumerie. Le site d'Albéa Simandre est notre centre d'excellence pour le packaging des produits de soin et de métallisation.,,71,SIMANDRE,2023/08/31
Data Analyst - Industrie et Services - Lille,"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative.Sopra Steria place l'humain au centre de son action et s'engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif.
Fort de 50 000 collaborateurs dans près de 30 pays, le Groupe a réalisé un chiffre d'affaires de 5,1 milliards d'euros en 2022.The world is how we shape itDescription du posteVotre futur environnement de travail :Sous la conduite d'un Manager expérimenté vous vous familiarisez avec le métier dans un secteur en plein essor. Afin de mener à bien les différents sujets dans les meilleures conditions, vous êtes en contact permanent avec le client et les équipes.Votre rôle et vos tâches :Participation aux phases de développement d'applications DataTraitement des problématiques full-stack sur des technologies JAVAAssurer l'amélioration continue du projet et de ses membresParticipation aux instances équipesPrise en main des outils d'analyse de données. Les apports du stage :Améliorer vos compétences sur les nouvelles technologies.Appréhender les enjeux et les objectifs du projet afin d'y apporter votre contribution.Être intégré(e) dans une équipe expérimentée sur les outils et méthodes de développement.Ce que nous proposons :Un accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos tâches.Un package avantages intéressants : des titres restaurants, accès aux subventions des activités sociales & culturelles.Plusieurs centaines de formations accessibles en toute autonomie depuis l'app mobile avec Sopra Steria AcademyLa possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi »De nombreuses opportunités en contrat peuvent vous attendre à l'issue de votre stage.Qualifications Votre profil :Étudiant(e) en école d'Ingénieurs, en Master Informatique ou équivalent, vous recherchez un stage de fin d'études.Vous êtes rigoureux(se), méthodique et possédez un fort esprit d'équipe et d'initiative Vous souhaitez vous investir sur des projets à forts enjeux sociétaux, alliant challenge et innovation ? Alors intégrez une entreprise où règne un esprit entrepreneurial fort et une atmosphère propice à votre évolution : participez sans plus attendre à une transformation durable grâce à une véritable aventure humaine au sein d'un grand groupe international.Informations supplémentairesEmployeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C'est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements",,,Contrat à durée indéterminée,Débutant accepté,,,,,Forum Emploi-Formation-Alternance: Talents Handicap,,,,59,Nord,2023/08/31
Architecte Big Data,"Au sein de la DSI du Matériel, en tant qu'architecte Big Data vous définissez les solutions techniques en matière d'infrastructure, de services cloud et de logiciels à mettre en œuvre dans la plateforme Data M pour répondre aux besoins de collecte, de stockage et de manipulation des données.
Vous travaillez en grande proximité avec l'équipe du Data Office et les équipes projets appartenant à différents horizons : l'ingénierie de maintenance, la supply-chain ou la sécurité.",,,Contrat à durée indéterminée,Expérience exigée de 1 An(s),,,,,SNCF,,,,France,,2023/08/31
Data Analyst,"La Direction Supply chain recherche un :

Data Analyst (F/H) 

Vos missions :

 
Être en charge d'acquérir et d'organiser l'ensemble des informations qui sont disséminées dans les différents systèmes de l'entreprise, d'analyser ses données brutes collectées en masse et d'en tirer des analyses exploitables.
Être à l'aise pour comprendre les bases de données qui sont structurées ou qu'il doit structurer. 
Répondre aux demandes des utilisateurs et leur apporter des réponses sous forme de data ou d'indicateurs clés.
 
Management : 
Management transverse, savoir challenger le besoin, avoir un esprit d'initiative.
Des qualités relationnelles et une bonne communication, interne aux services, avec sa hiérarchie et ses interlocuteurs.
Être organisé, méticuleux et possède l'esprit d'équipe.
Avoir de la flexibilité et des aptitudes à s'adapter aux imprévus.
Savoir transmettre son savoir-faire.
Transmettre les valeurs de l'entreprise.

Pilotage :
Éditer un cahier des charges portant sur les données à réunir.
Recueillir toutes les données définies par l'entreprise.
Organiser les données pour rendre leur exploitation optimale.
Mettre à jour les bases en ajoutant les données manquantes ou apporter une correction sur les erreurs.
Être garant de la mise à disposition des données fiables, des demandes, et des indicateurs.
Sécuriser durablement les différentes tables.
Automatiser toutes les tâches à non-valeur ajoutée.
Analyser et vulgariser les résultats pour restituer les résultats aux non-spécialistes de la data.
Être capable de répondre aux demandes des utilisateurs, savoir requêter les différentes bases de données.
 

 Informations complémentaires :
Lieu : Evry
Statut : Cadre
Remboursement des frais de transport à hauteur de 75%
10% de remise sur achats avec la carte Pass
Carrefour s'engage pour la santé et le bien-être de ses collaborateurs en leur proposant différents services : une solution gratuite pour faire du sport grâce à l'application Gymlib
Des avantages sociaux et financiers attractifs : Primes, intéressement, Participation, Avantages collaborateurs sur achats Carrefour, Régime de retraite, Mutuelle avantageuse, Comité d'Entreprise généreux pour vos Loisirs, Voyages et Équipements

Chez Carrefour, nous avons à cœur de ne passer à côté d'aucun talent et sommes fiers de compter des équipes représentatives de la société dans son ensemble. Nous encourageons ainsi tous types de profils à postuler à cette offre et garantissons un processus de recrutement dénué de toutes formes de discriminations.
 Votre profil :

 * 

Vous maitrisez la maîtrise des langages de requêtes de type SQL, PowerShell, BigQwery, Cloud Storage, Excel, Google, autres.
 * 

Vous avez de bonnes connaissances en data, et secteur d'activité de la supply ou similaire.
 * 

Vous savez interviewer vos interlocuteurs pour comprendre leurs besoins et obtenir un retour sur les rapports que vous préparez.
 * 

Vous savez développer des rapports adaptés aux profils utilisateurs pour vos rapports.
 * 

Vous savez opérer une veille technologique en permanence, vous êtes force de proposition sur de nouvelles technologies.
 * 

Vous savez travailler en autonomie ainsi qu'en équipe.
 * 

Les informations qui sont utilisées dans le cadre de la stratégie de l'entreprise peuvent revêtir un caractère confidentiel. Il faut savoir travailler avec discrétion.
 * 

Vous devez être en mesure d'identifier les problématiques à résoudre grâce aux données recueillies. Il doit être bon communicant pour pouvoir fournir des informations de façon précise et détaillée aux décideurs.",,,Contrat à durée indéterminée,Expérience souhaitée de 3 An(s),,,,Autres commerces de détail alimentaires en magasin spécialisé,,"Le saviez-vous ? :

 

Nous rejoindre, c'est rejoindre l'un des leaders mondiaux de la distribution qui met l'accent au quotidien sur la diversité, la RSE et le digital, pour satisfaire nos clients et nos collaborateurs. En tant que partenaire des Jeux Olympiques 2024, nous partageons les valeurs du sport en permettant à nos équipes de se dépasser et encourageons une alimentation saine au juste prix pour tous.

 
Vous cherchez à travailler dans une e...","Le saviez-vous ? : Nous rejoindre, c'est rejoindre l'un des leaders mondiaux de la distribution qui met l'accent au quotidien sur la diversité, la RSE et le digital, pour satisfaire nos clients et nos collaborateurs. En tant que partenaire des Jeux Olympiques 2024, nous partageons les valeurs du sport en permettant à nos équipes de se dépasser et encourageons une alimentation saine au juste prix pour tous. Vous cherchez à travailler dans une e...",,91,EVRY COURCOURONNES,2023/08/31
Data Marketing en Alternance,"POSTE : Data Marketing en Alternance H/F
DESCRIPTION : DESCRIPTION DU POSTE
-  Mettre à jour les bases de données
-  Exploiter les données pour optimiser leur stratégie et améliorer leur développement
-  Recueillir les besoins et habitudes de consommateurs pour cibler la communication et les actions de marketing visées et interagir avec les différentes équipes (commerciales, marketing) pour optimiser ces actions
-  Définir les indicateurs clés et les stratégies de data marketing pour accroître notre visibilités après des clients et ou prospects
-  Construire des outils de reporting et de synthèse d'aide à la prise de décision et de suivi de campagnes pour mesurer les ROI des campagnes.
PROFIL : PROFIL RECHERCHE
De formation supérieur Bac +3, vous souhaitez développer une expérience à destination d'une activité commerciale et marketing.
Avant tout passionné par le digital et l'intelligence artificielle, vous êtes autonome et aimez clarifier des enjeux complexes.
Vous avez, par ailleurs, une aisance relationnelle certaine et êtes parfaitement à l'aise avec Excel.",,,Contrat à durée déterminée - 24 Mois,Débutant accepté,,,Agent de maîtrise,Enseignement supérieur,,"RECRUTEMENT I MyDigitalSchool Angers, l'école des métiers du digital, recherche THE alternant pour accompagner une de ses entreprises partenaires. MyDigitalSchool, réseau de 18 écoles en France, forme aux métiers du digital de Bac à Bac +5. MyDigitalSchool Angers, implantée sur le Campus de l'ESPL, proposent des formations reconnues par l'Etat (Titres RNCP). Notre école supérieure vous accompagne de A à Z dans vos recherches d'entreprise d'accueil.","RECRUTEMENT I MyDigitalSchool Angers, l'école des métiers du digital, recherche THE alternant pour accompagner une de ses entreprises partenaires. MyDigitalSchool, réseau de 18 écoles en France, forme aux métiers du digital de Bac à Bac +5. MyDigitalSchool Angers, implantée sur le Campus de l'ESPL, proposent des formations reconnues par l'Etat (Titres RNCP). Notre école supérieure vous accompagne de A à Z dans vos recherches d'entreprise d'accueil.",,49,ANGERS,2023/08/31
Data Analyst,"POSTE : Data Analyst H/F
DESCRIPTION : Missions
Au sein de la Direction des Opérations de Chronofresh, vous reportez au Responsable Organisation Transport & Pilotage de la Performance Opérationnelle.
Votre mission consiste à mettre en place les KPIs pertinents nécessaires au pilotage de l'activité et à analyser les données afin d'identifier les problématiques, de mettre en place les plans d'actions nécessaires et ainsi, de contribuer à l'amélioration continue de l'organisation et de la performance de notre réseau de transport.
Sans que cette liste ne soit exhaustive, vos responsabilités couvrent donc l'ensemble des missions suivantes :

Définir et mettre en place, en collaboration avec les interlocuteurs métiers, l'ensemble des KPI et tableaux de bord nécessaires au pilotage de l'activité (qualité de livraison, respect des délais, analyse des dysfonctionnements) ;
Extraire les données nécessaires à la consolidation des KPI et tableaux de bord (BO, Excel, Salesforce) ;
Analyser les KPI et tableaux de bords afin d'identifier les anomalies opérationnelles et les écarts ;
Communiquer les KPI et tableaux de bord aux différentes parties prenantes selon la périodicité définie ;
Proposer des plans d'actions et leviers d'optimisation pour contribuer à l'amélioration de la performance opérationnelle ;
Contribuer au suivi du plan d'action et mesurer les résultats des actions mises en oeuvre via l'analyse de KPI spécifiques ;
Participer à la construction et à la recette des outils de pilotage (dashboards opérationnels, visuels microstrategy) ;
Participer aux comités de pilotage internes et externes (clients).

Dans le cadre de vos missions, vous travaillerez en étroite collaboration avec le Pôle Méthode & Projets, le/la Data Analyste ainsi qu'avec l'ensemble des interlocuteurs métiers basés sur les sites opérationnels à travers la France.
PROFIL : Profil & compétences
Vous êtes titulaire d'un diplôme d'études supérieures  Bac +3/5) et justifiez d'au moins 2/3 ans d'expériences sur un poste similaire.
Au cours de votre parcours, vous avez été amené(e) à modéliser des données et à optimiser des requêtes. Vos capacités d'analyse ont déjà été reconnues en environnement professionnel.
Vous avez également démontré au cours de votre expérience une capacité à structurer, synthétiser et analyser les informations traitées.
Excel n'a plus beaucoup de secret pour vous.
La connaissance de BO et/ou Microstrategy sont de sérieux atouts. Vous avez déjà travaillé avec des outils de reporting et de data visualisation.
Autonomie, rigueur et organisation sont quelques-unes de vos qualités intrinsèques.
Vos facilités en matière de communication et de pédagogie vous permettent d'entretenir un bon relationnel avec vos interlocuteurs.

Le poste est basé à Paris (Porte d'Orléans) et des déplacements ponctuels sont à prévoir.",,,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Autres activités de poste et de courrier,,"Filiale de Chronopost, nous sommes le spécialiste de la livraison express de produits alimentaires sous température dirigée.
Notre offre permet la livraison de produits alimentaires secs, frais et surgelés à destination des professionnels et particuliers partout en France. Ce service s'appuie notamment sur un réseau de plus de 92 agences équipées en chambres froides.
Déjà près de 5 000 clients nous font confiance. Nous connaissons, depuis notre création en 2015, un fort...","Filiale de Chronopost, nous sommes le spécialiste de la livraison express de produits alimentaires sous température dirigée.Notre offre permet la livraison de produits alimentaires secs, frais et surgelés à destination des professionnels et particuliers partout en France. Ce service s'appuie notamment sur un réseau de plus de 92 agences équipées en chambres froides.Déjà près de 5 000 clients nous font confiance. Nous connaissons, depuis notre création en 2015, un fort...","salesforce, tableau, microstrategy",75,PARIS 01,2023/08/31
